0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-03,1.161858428620530237e+00
4.000000000000000083e-03,1.037573728943334439e+00
6.000000000000000125e-03,1.051912481839869518e+00
8.000000000000000167e-03,1.053353848058826703e+00
1.000000000000000021e-02,1.055837623712006845e+00
1.200000000000000025e-02,1.058081319190944836e+00
1.400000000000000029e-02,1.060202786958700072e+00
1.600000000000000033e-02,1.062191014351139273e+00
1.800000000000000211e-02,1.064046797112308651e+00
2.000000000000000389e-02,1.065769800965859826e+00
2.200000000000000566e-02,1.067359752830628228e+00
2.400000000000000744e-02,1.068816332506361988e+00
2.600000000000000921e-02,1.070139183889148748e+00
2.800000000000001099e-02,1.071327915217367810e+00
3.000000000000001277e-02,1.072382100346687350e+00
3.200000000000001454e-02,1.073301279950576559e+00
3.400000000000001632e-02,1.074084962746865157e+00
3.600000000000001810e-02,1.074732626740612318e+00
3.800000000000001987e-02,1.075243720483145093e+00
4.000000000000002165e-02,1.075617664346661728e+00
4.200000000000002343e-02,1.075853851813382001e+00
4.400000000000002520e-02,1.075951650778607549e+00
4.600000000000002698e-02,1.075910404866463388e+00
4.800000000000002875e-02,1.075729434757771497e+00
5.000000000000003053e-02,1.075408039528729542e+00
5.200000000000003231e-02,1.074945497999612032e+00
5.400000000000003408e-02,1.074341070092272421e+00
5.600000000000003586e-02,1.073593998195455423e+00
5.800000000000003764e-02,1.072703508536793082e+00
6.000000000000003941e-02,1.071668812560170991e+00
6.200000000000004119e-02,1.070489108307603354e+00
6.400000000000004297e-02,1.069163581803961094e+00
6.600000000000004474e-02,1.067691408443737444e+00
6.800000000000004652e-02,1.066071754378311587e+00
7.000000000000004829e-02,1.064303777902491532e+00
7.200000000000005007e-02,1.062386630839077695e+00
7.400000000000005185e-02,1.060319459920044061e+00
7.600000000000005362e-02,1.058101408163048429e+00
7.800000000000005540e-02,1.055731616241857962e+00
8.000000000000005718e-02,1.053209223849329357e+00
8.200000000000005895e-02,1.050533371051634468e+00
8.400000000000006073e-02,1.047703199632177284e+00
8.600000000000006251e-02,1.044717854423954373e+00
8.800000000000006428e-02,1.041576484628873311e+00
9.000000000000006606e-02,1.038278245122584487e+00
9.200000000000006783e-02,1.034822297743542840e+00
9.400000000000006961e-02,1.031207812564769011e+00
9.600000000000007139e-02,1.027433969146847259e+00
9.800000000000007316e-02,1.023499957771067947e+00
1.000000000000000749e-01,1.019404980650836734e+00
1.020000000000000767e-01,1.015148253120450539e+00
1.040000000000000785e-01,1.010729004799541642e+00
1.060000000000000803e-01,1.006146480731907822e+00
1.080000000000000820e-01,1.001399942497503970e+00
1.100000000000000838e-01,9.964886692960699399e-01
1.120000000000000856e-01,9.914119590012635541e-01
1.140000000000000874e-01,9.861691291839367324e-01
1.160000000000000892e-01,9.807595181032013887e-01
1.180000000000000909e-01,9.751824856643080963e-01
1.200000000000000927e-01,9.694374143417913148e-01
1.220000000000000945e-01,9.635237100669833410e-01
1.240000000000000963e-01,9.574408030786106805e-01
1.260000000000000842e-01,9.511881487353616160e-01
1.280000000000000859e-01,9.447652282893949094e-01
1.300000000000000877e-01,9.381715496196588733e-01
1.320000000000000895e-01,9.314066479241587260e-01
1.340000000000000913e-01,9.244700863700445748e-01
1.360000000000000930e-01,9.173614567007069009e-01
1.380000000000000948e-01,9.100803797988753496e-01
1.400000000000000966e-01,2.379389796746088166e+02
1.420000000000000984e-01,6.524175328666760265e+01
1.440000000000001001e-01,1.304330923682065304e+02
1.460000000000001019e-01,6.100716374630648886e+01
1.480000000000001037e-01,8.568847590622894472e+01
1.500000000000001055e-01,5.079808298755100537e+01
1.520000000000001072e-01,5.853848907503464005e+01
1.540000000000001090e-01,4.020220507850847724e+01
1.560000000000001108e-01,4.136833748214753115e+01
1.580000000000001126e-01,3.125965185310740679e+01
1.600000000000001144e-01,3.020096802032177408e+01
1.620000000000001161e-01,2.437309692719625787e+01
1.640000000000001179e-01,2.283129004145347807e+01
1.660000000000001197e-01,1.935103714098973526e+01
1.680000000000001215e-01,1.795819447368076638e+01
1.700000000000001232e-01,1.583658886824814616e+01
1.720000000000001250e-01,1.476882891279631593e+01
1.740000000000001268e-01,1.347250916200922610e+01
1.760000000000001286e-01,1.273126631644133155e+01
1.780000000000001303e-01,1.195554173927496322e+01
1.800000000000001321e-01,1.148552763800548604e+01
1.820000000000001339e-01,1.104639656362443034e+01
1.840000000000001357e-01,1.078264806806894249e+01
1.860000000000001374e-01,1.056361687473273214e+01
1.880000000000001392e-01,1.044833518535932981e+01
1.900000000000001410e-01,1.037299299417607301e+01
1.920000000000001428e-01,1.035997077917341613e+01
1.940000000000001446e-01,1.037702918421840437e+01
1.960000000000001463e-01,1.043133889973274542e+01
1.980000000000001481e-01,1.050595542521903525e+01
2.000000000000001499e-01,1.060212167279848039e+01
2.020000000000001517e-01,1.071056112426472673e+01
2.040000000000001534e-01,1.082840737627613237e+01
2.060000000000001552e-01,1.093965717548816663e+01
2.080000000000001570e-01,1.105511555760667619e+01
2.100000000000001588e-01,1.116951043398992560e+01
2.120000000000001605e-01,1.128713193891903543e+01
2.140000000000001623e-01,1.140504442087250148e+01
2.160000000000001641e-01,1.152462134509141300e+01
2.180000000000001659e-01,1.164404867471116134e+01
2.200000000000001676e-01,1.176348475694652151e+01
2.220000000000001694e-01,1.188173735014791177e+01
2.240000000000001712e-01,1.199896217633880369e+01
2.260000000000001730e-01,1.211879464358889180e+01
2.280000000000001747e-01,1.223692693924611063e+01
2.300000000000001765e-01,1.235318112873365237e+01
2.320000000000001783e-01,1.246553592605892646e+01
2.340000000000001801e-01,1.257383760990514254e+01
2.360000000000001819e-01,1.267722041244141984e+01
